Date,Open,High,Low,Close,Adj Close,Volume
2023-06-12,39.200001,39.529991,38.618000,39.481998,39.473419,389673350
2023-06-13,40.186001,41.101002,39.740002,41.021999,41.013092,613208160
2023-06-14,40.824001,43.000000,40.551998,42.997002,42.987663,740465020
2023-06-15,42.602001,43.289001,42.146999,42.653000,42.643738,568622040
2023-06-16,43.450001,43.721001,42.660500,42.692001,42.682728,655709410
2023-06-20,42.998001,43.990002,42.674000,43.807999,43.798481,451153110
2023-06-21,43.500999,43.615002,42.080002,43.044998,43.035652,551602910
2023-06-22,42.252998,43.425499,42.234001,43.025002,43.015659,417737430
2023-06-23,42.464001,42.808998,42.014999,42.209000,42.199833,358139840
2023-06-26,42.442001,42.764000,40.099998,40.632000,40.623177,594321920
2023-06-27,40.799000,41.939999,40.448002,41.875999,41.866905,462174700
2023-06-28,40.660000,41.845001,40.518002,41.117001,41.108070,582639270
2023-06-29,41.557999,41.599998,40.599998,40.821999,40.813133,380514300
2023-06-30,41.680000,42.549999,41.500999,42.301998,42.292812,501147750
2023-07-03,42.516998,42.897999,42.202000,42.412998,42.403786,198209190
2023-07-05,42.134998,43.176998,42.084999,42.317001,42.307812,323617560
2023-07-06,41.844002,42.179001,41.346001,42.103001,42.093857,304138790
2023-07-07,42.321999,43.214001,42.180000,42.502998,42.493767,355881470
2023-07-10,42.657001,42.811001,41.648998,42.180000,42.170837,353908110
2023-07-11,42.480999,42.757999,42.067001,42.404999,42.395790,298244060
2023-07-12,43.033001,43.935001,42.777279,43.902000,43.892464,481277020
2023-07-13,44.518002,46.154999,44.492001,45.977001,45.967018,478203690
2023-07-14,46.582809,48.088001,45.060001,45.469002,45.459126,772075330
2023-07-17,46.289001,46.495998,45.262409,46.460999,46.450909,510488220
2023-07-18,46.701000,47.895988,45.734001,47.493999,47.483685,570190420
2023-07-19,47.464001,47.818001,46.742001,47.077000,47.066772,427501790
2023-07-20,46.507000,47.087002,45.062000,45.520000,45.510113,537864510
2023-07-21,45.787998,45.866001,44.099998,44.308998,44.299374,963768630
2023-07-24,44.730999,45.109001,44.040001,44.612000,44.602310,383099740
2023-07-25,44.941002,46.182499,44.923000,45.679001,45.669079,348080910
2023-07-26,46.021000,46.053001,44.630001,45.452000,45.442131,364237260
2023-07-27,46.519001,47.395000,45.750000,45.900002,45.890034,455975520
2023-07-28,46.667999,47.027000,46.381001,46.750000,46.739849,331194240
2023-07-31,46.754002,47.130001,46.506008,46.729000,46.718849,251055280
2023-08-01,46.459499,46.900002,46.027000,46.507000,46.496899,239275970
2023-08-02,45.831001,45.840000,43.387001,44.269001,44.259388,530141570
2023-08-03,43.799999,45.118000,43.799999,44.514999,44.505333,325076600
2023-08-04,44.985001,45.641998,44.393002,44.680000,44.670296,362666180
2023-08-07,45.111000,45.540001,44.563450,45.416500,45.406635,322153540
2023-08-08,44.853001,45.242001,44.056011,44.664001,44.654305,353843430
2023-08-09,44.273998,44.312000,42.133999,42.554001,42.544758,586449070
2023-08-10,42.160000,43.574001,41.834999,42.388000,42.378796,492705300
2023-08-11,41.750999,42.018002,40.639000,40.855000,40.846130,533085260
2023-08-14,40.486000,43.799999,40.311001,43.752998,43.743496,690285830
2023-08-15,44.560001,45.268002,43.709999,43.939999,43.930454,676511510
2023-08-16,44.520000,44.674999,43.405998,43.486000,43.476555,527450680
2023-08-17,43.970001,44.062000,43.000999,43.343498,43.334084,452394820
2023-08-18,42.634998,43.577991,41.660000,43.299000,43.289597,583767870
2023-08-21,44.493999,47.064999,44.222000,46.966999,46.956799,692573370
2023-08-22,48.134998,48.187000,45.333099,45.667999,45.658081,757206910
2023-08-23,45.866001,47.200001,45.208000,47.116001,47.105770,779046080
2023-08-24,50.216000,50.265999,47.159000,47.162998,47.152756,1156044090
2023-08-25,47.012001,47.805000,45.023998,46.018002,46.008007,925340520
2023-08-28,46.481998,46.980000,44.888000,46.834999,46.824829,685192230
2023-08-29,46.666000,49.081001,46.391010,48.784000,48.773407,701396990
